Techniques,Rule
T1548,sigma-master/rules/windows/process_creation/proc_creation_win_uac_bypass_cmstp.yml
T1218,sigma-master/rules/windows/process_creation/proc_creation_win_uac_bypass_cmstp.yml
COMMAND_AND_CONTROL,sigma-master/rules/windows/process_creation/proc_creation_win_susp_file_download_via_gfxdownloadwrapper.yml
T1105,sigma-master/rules/windows/process_creation/proc_creation_win_susp_file_download_via_gfxdownloadwrapper.yml
DEFENSE_EVASION,sigma-master/rules/windows/process_creation/proc_creation_win_susp_pcwutl.yml
T1218,sigma-master/rules/windows/process_creation/proc_creation_win_susp_pcwutl.yml
DEFENSE_EVASION,sigma-master/rules/windows/process_creation/proc_creation_win_lolbin_squirrel.yml
EXECUTION,sigma-master/rules/windows/process_creation/proc_creation_win_lolbin_squirrel.yml
DISCOVERY,sigma-master/rules/windows/process_creation/proc_creation_win_susp_nmap.yml
T1046,sigma-master/rules/windows/process_creation/proc_creation_win_susp_nmap.yml
DEFENSE_EVASION,sigma-master/rules/windows/process_creation/proc_creation_win_susp_taskmgr_localsystem.yml
T1036,sigma-master/rules/windows/process_creation/proc_creation_win_susp_taskmgr_localsystem.yml
DEFENSE_EVASION,sigma-master/rules/windows/process_creation/proc_creation_win_etw_trace_evasion.yml
T1070,sigma-master/rules/windows/process_creation/proc_creation_win_etw_trace_evasion.yml
T1562,sigma-master/rules/windows/process_creation/proc_creation_win_etw_trace_evasion.yml
2016-04-002,sigma-master/rules/windows/process_creation/proc_creation_win_etw_trace_evasion.yml
EXECUTION,sigma-master/rules/windows/process_creation/proc_creation_win_control_panel_item.yml
DEFENSE_EVASION,sigma-master/rules/windows/process_creation/proc_creation_win_control_panel_item.yml
T1218,sigma-master/rules/windows/process_creation/proc_creation_win_control_panel_item.yml
PERSISTENCE,sigma-master/rules/windows/process_creation/proc_creation_win_control_panel_item.yml
T1546,sigma-master/rules/windows/process_creation/proc_creation_win_control_panel_item.yml
INITIAL_ACCESS,sigma-master/rules/windows/process_creation/proc_creation_win_hwp_exploits.yml
T1566,sigma-master/rules/windows/process_creation/proc_creation_win_hwp_exploits.yml
EXECUTION,sigma-master/rules/windows/process_creation/proc_creation_win_hwp_exploits.yml
T1203,sigma-master/rules/windows/process_creation/proc_creation_win_hwp_exploits.yml
T1059,sigma-master/rules/windows/process_creation/proc_creation_win_hwp_exploits.yml
G0032,sigma-master/rules/windows/process_creation/proc_creation_win_hwp_exploits.yml
DEFENSE_EVASION,sigma-master/rules/windows/process_creation/proc_creation_win_susp_runonce_execution.yml
T1112,sigma-master/rules/windows/process_creation/proc_creation_win_susp_runonce_execution.yml
EXECUTION,sigma-master/rules/windows/process_creation/proc_creation_win_long_powershell_commandline.yml
T1059,sigma-master/rules/windows/process_creation/proc_creation_win_long_powershell_commandline.yml
DEFENSE_EVASION,sigma-master/rules/windows/process_creation/proc_creation_win_susp_explorer.yml
T1218,sigma-master/rules/windows/process_creation/proc_creation_win_susp_explorer.yml
PERSISTENCE,sigma-master/rules/windows/process_creation/proc_creation_win_using_sc_to_change_sevice_image_path_by_non_admin.yml
DEFENSE_EVASION,sigma-master/rules/windows/process_creation/proc_creation_win_using_sc_to_change_sevice_image_path_by_non_admin.yml
PRIVILEGE_ESCALATION,sigma-master/rules/windows/process_creation/proc_creation_win_using_sc_to_change_sevice_image_path_by_non_admin.yml
T1574,sigma-master/rules/windows/process_creation/proc_creation_win_using_sc_to_change_sevice_image_path_by_non_admin.yml
DEFENSE_EVASION,sigma-master/rules/windows/process_creation/proc_creation_win_susp_devtoolslauncher.yml
T1218,sigma-master/rules/windows/process_creation/proc_creation_win_susp_devtoolslauncher.yml
DEVELOP_CAPABILITIES,sigma-master/rules/windows/process_creation/proc_creation_win_malware_formbook.yml
T1587,sigma-master/rules/windows/process_creation/proc_creation_win_malware_formbook.yml
DEFENSE_EVASION,sigma-master/rules/windows/process_creation/proc_creation_win_susp_char_in_cmd.yml
T1027,sigma-master/rules/windows/process_creation/proc_creation_win_susp_char_in_cmd.yml
G0020,sigma-master/rules/windows/process_creation/proc_creation_win_apt_equationgroup_dll_u_load.yml
DEFENSE_EVASION,sigma-master/rules/windows/process_creation/proc_creation_win_apt_equationgroup_dll_u_load.yml
T1218,sigma-master/rules/windows/process_creation/proc_creation_win_apt_equationgroup_dll_u_load.yml
COMMAND_AND_CONTROL,sigma-master/rules/windows/process_creation/proc_creation_win_gotoopener.yml
T1219,sigma-master/rules/windows/process_creation/proc_creation_win_gotoopener.yml
COMMAND_AND_CONTROL,sigma-master/rules/windows/process_creation/proc_creation_win_msedge_minimized_download.yml
T1105,sigma-master/rules/windows/process_creation/proc_creation_win_msedge_minimized_download.yml
EXECUTION,sigma-master/rules/windows/process_creation/proc_creation_win_tool_nircmd_as_system.yml
T1569,sigma-master/rules/windows/process_creation/proc_creation_win_tool_nircmd_as_system.yml
S0029,sigma-master/rules/windows/process_creation/proc_creation_win_tool_nircmd_as_system.yml
DEFENSE_EVASION,sigma-master/rules/windows/process_creation/proc_creation_win_msdt.yml
T1202,sigma-master/rules/windows/process_creation/proc_creation_win_msdt.yml
EXECUTION,sigma-master/rules/windows/process_creation/proc_creation_win_susp_powershell_hidden_b64_cmd.yml
T1059,sigma-master/rules/windows/process_creation/proc_creation_win_susp_powershell_hidden_b64_cmd.yml
PRIVILEGE_ESCALATION,sigma-master/rules/windows/process_creation/proc_creation_win_whoami_as_priv_user.yml
DISCOVERY,sigma-master/rules/windows/process_creation/proc_creation_win_whoami_as_priv_user.yml
T1033,sigma-master/rules/windows/process_creation/proc_creation_win_whoami_as_priv_user.yml
IMPACT,sigma-master/rules/windows/process_creation/proc_creation_win_service_stop.yml
T1489,sigma-master/rules/windows/process_creation/proc_creation_win_service_stop.yml
EXECUTION,sigma-master/rules/windows/process_creation/proc_creation_win_cobaltstrike_process_patterns.yml
T1059,sigma-master/rules/windows/process_creation/proc_creation_win_cobaltstrike_process_patterns.yml
DEFENSE_EVASION,sigma-master/rules/windows/process_creation/proc_creation_win_susp_rasdial_activity.yml
EXECUTION,sigma-master/rules/windows/process_creation/proc_creation_win_susp_rasdial_activity.yml
T1059,sigma-master/rules/windows/process_creation/proc_creation_win_susp_rasdial_activity.yml
T1055,sigma-master/rules/windows/process_creation/proc_creation_win_mavinject_proc_inj.yml
T1218,sigma-master/rules/windows/process_creation/proc_creation_win_mavinject_proc_inj.yml
EXECUTION,sigma-master/rules/windows/process_creation/proc_creation_win_mal_darkside_ransomware.yml
T1204,sigma-master/rules/windows/process_creation/proc_creation_win_mal_darkside_ransomware.yml
G0010,sigma-master/rules/windows/process_creation/proc_creation_win_apt_turla_comrat_may20.yml
EXECUTION,sigma-master/rules/windows/process_creation/proc_creation_win_apt_turla_comrat_may20.yml
T1059,sigma-master/rules/windows/process_creation/proc_creation_win_apt_turla_comrat_may20.yml
T1053,sigma-master/rules/windows/process_creation/proc_creation_win_apt_turla_comrat_may20.yml
T1027,sigma-master/rules/windows/process_creation/proc_creation_win_apt_turla_comrat_may20.yml
DEFENSE_EVASION,sigma-master/rules/windows/process_creation/proc_creation_win_renamed_procdump.yml
T1036,sigma-master/rules/windows/process_creation/proc_creation_win_renamed_procdump.yml
T1112,sigma-master/rules/windows/process_creation/proc_creation_win_regini_ads.yml
DEFENSE_EVASION,sigma-master/rules/windows/process_creation/proc_creation_win_regini_ads.yml
EXECUTION,sigma-master/rules/windows/process_creation/proc_creation_win_expand_cabinet_files.yml
T1218,sigma-master/rules/windows/process_creation/proc_creation_win_expand_cabinet_files.yml
PERSISTENCE,sigma-master/rules/windows/process_creation/proc_creation_win_webshell_recon_detection.yml
T1505,sigma-master/rules/windows/process_creation/proc_creation_win_webshell_recon_detection.yml
DEFENSE_EVASION,sigma-master/rules/windows/process_creation/proc_creation_win_cmstp_execution_by_creation.yml
EXECUTION,sigma-master/rules/windows/process_creation/proc_creation_win_cmstp_execution_by_creation.yml
T1218,sigma-master/rules/windows/process_creation/proc_creation_win_cmstp_execution_by_creation.yml
G0069,sigma-master/rules/windows/process_creation/proc_creation_win_cmstp_execution_by_creation.yml
2019-04-001,sigma-master/rules/windows/process_creation/proc_creation_win_cmstp_execution_by_creation.yml
EXECUTION,sigma-master/rules/windows/process_creation/proc_creation_win_impacket_lateralization.yml
T1047,sigma-master/rules/windows/process_creation/proc_creation_win_impacket_lateralization.yml
LATERAL_MOVEMENT,sigma-master/rules/windows/process_creation/proc_creation_win_impacket_lateralization.yml
T1021,sigma-master/rules/windows/process_creation/proc_creation_win_impacket_lateralization.yml
EXECUTION,sigma-master/rules/windows/process_creation/proc_creation_win_wmic_remote_service.yml
T1047,sigma-master/rules/windows/process_creation/proc_creation_win_wmic_remote_service.yml
T1027,sigma-master/rules/windows/process_creation/proc_creation_win_powershell_frombase64string.yml
DEFENSE_EVASION,sigma-master/rules/windows/process_creation/proc_creation_win_powershell_frombase64string.yml
T1140,sigma-master/rules/windows/process_creation/proc_creation_win_powershell_frombase64string.yml
T1059,sigma-master/rules/windows/process_creation/proc_creation_win_powershell_frombase64string.yml
DEFENSE_EVASION,sigma-master/rules/windows/process_creation/proc_creation_win_task_folder_evasion.yml
PERSISTENCE,sigma-master/rules/windows/process_creation/proc_creation_win_task_folder_evasion.yml
EXECUTION,sigma-master/rules/windows/process_creation/proc_creation_win_task_folder_evasion.yml
T1574,sigma-master/rules/windows/process_creation/proc_creation_win_task_folder_evasion.yml
DEFENSE_EVASION,sigma-master/rules/windows/process_creation/proc_creation_win_susp_procdump.yml
T1036,sigma-master/rules/windows/process_creation/proc_creation_win_susp_procdump.yml
T1003,sigma-master/rules/windows/process_creation/proc_creation_win_susp_procdump.yml
EXFILTRATION,sigma-master/rules/windows/process_creation/proc_creation_win_susp_webdav_client_execution.yml
T1048,sigma-master/rules/windows/process_creation/proc_creation_win_susp_webdav_client_execution.yml
DEFENSE_EVASION,sigma-master/rules/windows/process_creation/proc_creation_win_apt_empiremonkey.yml
T1218,sigma-master/rules/windows/process_creation/proc_creation_win_apt_empiremonkey.yml
EXECUTION,sigma-master/rules/windows/process_creation/proc_creation_win_powershell_download.yml
T1059,sigma-master/rules/windows/process_creation/proc_creation_win_powershell_download.yml
DEFENSE_EVASION,sigma-master/rules/windows/process_creation/proc_creation_win_lolbin_vsiisexelauncher.yml
T1127,sigma-master/rules/windows/process_creation/proc_creation_win_lolbin_vsiisexelauncher.yml
COLLECTION,sigma-master/rules/windows/process_creation/proc_creation_win_clip.yml
T1115,sigma-master/rules/windows/process_creation/proc_creation_win_clip.yml
EXECUTION,sigma-master/rules/windows/process_creation/proc_creation_win_redmimicry_winnti_proc.yml
DEFENSE_EVASION,sigma-master/rules/windows/process_creation/proc_creation_win_redmimicry_winnti_proc.yml
T1106,sigma-master/rules/windows/process_creation/proc_creation_win_redmimicry_winnti_proc.yml
T1059,sigma-master/rules/windows/process_creation/proc_creation_win_redmimicry_winnti_proc.yml
T1218,sigma-master/rules/windows/process_creation/proc_creation_win_redmimicry_winnti_proc.yml
PRIVILEGE_ESCALATION,sigma-master/rules/windows/process_creation/proc_creation_win_whoami_priv.yml
DISCOVERY,sigma-master/rules/windows/process_creation/proc_creation_win_whoami_priv.yml
T1033,sigma-master/rules/windows/process_creation/proc_creation_win_whoami_priv.yml
G0032,sigma-master/rules/windows/process_creation/proc_creation_win_apt_lazarus_activity_dec20.yml
EXECUTION,sigma-master/rules/windows/process_creation/proc_creation_win_apt_lazarus_activity_dec20.yml
T1059,sigma-master/rules/windows/process_creation/proc_creation_win_apt_lazarus_activity_dec20.yml
LATERAL_MOVEMENT,sigma-master/rules/windows/process_creation/proc_creation_win_netsh_port_fwd.yml
DEFENSE_EVASION,sigma-master/rules/windows/process_creation/proc_creation_win_netsh_port_fwd.yml
COMMAND_AND_CONTROL,sigma-master/rules/windows/process_creation/proc_creation_win_netsh_port_fwd.yml
T1090,sigma-master/rules/windows/process_creation/proc_creation_win_netsh_port_fwd.yml
EXECUTION,sigma-master/rules/windows/process_creation/process_creation_win_powershell_snapins_hafnium.yml
T1059,sigma-master/rules/windows/process_creation/process_creation_win_powershell_snapins_hafnium.yml
COLLECTION,sigma-master/rules/windows/process_creation/process_creation_win_powershell_snapins_hafnium.yml
T1114,sigma-master/rules/windows/process_creation/process_creation_win_powershell_snapins_hafnium.yml
DEFENSE_EVASION,sigma-master/rules/windows/process_creation/proc_creation_win_susp_firewall_disable.yml
T1562,sigma-master/rules/windows/process_creation/proc_creation_win_susp_firewall_disable.yml
S0108,sigma-master/rules/windows/process_creation/proc_creation_win_susp_firewall_disable.yml
EXECUTION,sigma-master/rules/windows/process_creation/proc_creation_win_base64_reflective_assembly_load.yml
T1059,sigma-master/rules/windows/process_creation/proc_creation_win_base64_reflective_assembly_load.yml
DEFENSE_EVASION,sigma-master/rules/windows/process_creation/proc_creation_win_base64_reflective_assembly_load.yml
T1027,sigma-master/rules/windows/process_creation/proc_creation_win_base64_reflective_assembly_load.yml
PRIVILEGE_ESCALATION,sigma-master/rules/windows/process_creation/proc_creation_win_uac_bypass_wsreset.yml
T1548,sigma-master/rules/windows/process_creation/proc_creation_win_uac_bypass_wsreset.yml
INITIAL_ACCESS,sigma-master/rules/windows/process_creation/proc_creation_win_susp_double_extension.yml
T1566,sigma-master/rules/windows/process_creation/proc_creation_win_susp_double_extension.yml
DEFENSE_EVASION,sigma-master/rules/windows/process_creation/proc_creation_win_bypass_squiblytwo.yml
T1047,sigma-master/rules/windows/process_creation/proc_creation_win_bypass_squiblytwo.yml
T1220,sigma-master/rules/windows/process_creation/proc_creation_win_bypass_squiblytwo.yml
EXECUTION,sigma-master/rules/windows/process_creation/proc_creation_win_bypass_squiblytwo.yml
T1059,sigma-master/rules/windows/process_creation/proc_creation_win_bypass_squiblytwo.yml
T1059,sigma-master/rules/windows/process_creation/proc_creation_win_bypass_squiblytwo.yml
EXECUTION,sigma-master/rules/windows/process_creation/proc_creation_win_set_policies_to_unsecure_level.yml
T1059,sigma-master/rules/windows/process_creation/proc_creation_win_set_policies_to_unsecure_level.yml
DEFENSE_EVASION,sigma-master/rules/windows/process_creation/proc_creation_win_susp_splwow64.yml
T1202,sigma-master/rules/windows/process_creation/proc_creation_win_susp_splwow64.yml
DEFENSE_EVASION,sigma-master/rules/windows/process_creation/proc_creation_win_uac_bypass_pkgmgr_dism.yml
PRIVILEGE_ESCALATION,sigma-master/rules/windows/process_creation/proc_creation_win_uac_bypass_pkgmgr_dism.yml
T1548,sigma-master/rules/windows/process_creation/proc_creation_win_uac_bypass_pkgmgr_dism.yml
DEFENSE_EVASION,sigma-master/rules/windows/process_creation/proc_creation_win_lolbin_cl_loadassembly.yml
T1216,sigma-master/rules/windows/process_creation/proc_creation_win_lolbin_cl_loadassembly.yml
PERSISTENCE,sigma-master/rules/windows/process_creation/proc_creation_win_apt_chafer_mar18.yml
G0049,sigma-master/rules/windows/process_creation/proc_creation_win_apt_chafer_mar18.yml
